episode,steps,step_entities
42,2,"[{'attacker_node': '192.168.3.56', 'nifr_nodes': ['192.168.203.150', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
42,3,"[{'attacker_node': '192.168.213.192', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
42,4,"[{'attacker_node': '192.168.10.236', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
42,5,"[{'attacker_node': '192.168.10.236', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
43,1,"[{'attacker_node': '192.168.219.14', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
43,2,"[{'attacker_node': '192.168.179.211', 'nifr_nodes': ['192.168.203.150', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
43,3,"[{'attacker_node': '192.168.62.155', 'nifr_nodes': ['192.168.126.240', '192.168.188.82'], 'nicr_nodes': ['192.168.110.61']}]"
43,4,"[{'attacker_node': '192.168.65.45', 'nifr_nodes': ['192.168.126.240', '192.168.188.82'], 'nicr_nodes': ['192.168.110.61']}]"
43,5,"[{'attacker_node': '192.168.180.124', 'nifr_nodes': ['192.168.126.240', '192.168.188.82'], 'nicr_nodes': ['192.168.110.61']}]"
43,6,"[{'attacker_node': '192.168.110.28', 'nifr_nodes': ['192.168.126.240', '192.168.188.82'], 'nicr_nodes': ['192.168.110.61']}]"
43,7,"[{'attacker_node': '192.168.218.50', 'nifr_nodes': ['192.168.55.255', '192.168.239.210'], 'nicr_nodes': ['192.168.110.61']}]"
43,8,"[{'attacker_node': '192.168.219.14', 'nifr_nodes': ['192.168.203.150', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
43,9,"[{'attacker_node': '192.168.219.14', 'nifr_nodes': ['192.168.203.150', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
44,1,"[{'attacker_node': '192.168.75.117', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
44,2,"[{'attacker_node': '192.168.87.212', 'nifr_nodes': ['192.168.203.150', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
44,3,"[{'attacker_node': '192.168.92.227', 'nifr_nodes': ['192.168.8.138', '192.168.239.210'], 'nicr_nodes': ['192.168.110.61']}]"
44,4,"[{'attacker_node': '192.168.92.227', 'nifr_nodes': ['192.168.8.138', '192.168.239.210'], 'nicr_nodes': ['192.168.110.61']}]"
45,1,"[{'attacker_node': '192.168.110.28', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
45,2,"[{'attacker_node': '192.168.54.250', 'nifr_nodes': ['192.168.126.240', '192.168.79.64'], 'nicr_nodes': ['192.168.110.61']}]"
45,3,"[{'attacker_node': '192.168.110.61', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
45,4,"[{'attacker_node': '192.168.110.61', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
46,1,"[{'attacker_node': '192.168.3.56', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
46,2,"[{'attacker_node': '192.168.87.212', 'nifr_nodes': ['192.168.203.150', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
46,3,"[{'attacker_node': '192.168.218.50', 'nifr_nodes': ['192.168.8.138', '192.168.239.210'], 'nicr_nodes': ['192.168.110.61']}]"
46,4,"[{'attacker_node': '192.168.190.122', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
46,5,"[{'attacker_node': '192.168.26.131', 'nifr_nodes': ['192.168.8.138', '192.168.239.210'], 'nicr_nodes': ['192.168.110.61']}]"
46,6,"[{'attacker_node': '192.168.120.15', 'nifr_nodes': ['192.168.109.91', '192.168.120.15'], 'nicr_nodes': ['192.168.110.61']}]"
46,7,"[{'attacker_node': '192.168.126.240', 'nifr_nodes': ['192.168.109.91', '192.168.120.15'], 'nicr_nodes': ['192.168.110.61']}]"
46,8,"[{'attacker_node': '192.168.219.14', 'nifr_nodes': ['192.168.109.91', '192.168.120.15'], 'nicr_nodes': ['192.168.110.61']}]"
46,9,"[{'attacker_node': '192.168.55.255', 'nifr_nodes': ['192.168.109.91', '192.168.120.15'], 'nicr_nodes': ['192.168.110.61']}]"
46,10,"[{'attacker_node': '192.168.218.50', 'nifr_nodes': ['192.168.109.91', '192.168.120.15'], 'nicr_nodes': ['192.168.110.61']}]"
46,11,"[{'attacker_node': '192.168.203.150', 'nifr_nodes': ['192.168.109.91', '192.168.120.15'], 'nicr_nodes': ['192.168.110.61']}]"
46,12,"[{'attacker_node': '192.168.171.85', 'nifr_nodes': ['192.168.109.91', '192.168.120.15'], 'nicr_nodes': ['192.168.110.61']}]"
46,13,"[{'attacker_node': '192.168.40.75', 'nifr_nodes': ['192.168.55.255', '192.168.239.210'], 'nicr_nodes': ['192.168.110.61']}]"
46,14,"[{'attacker_node': '192.168.109.91', 'nifr_nodes': ['192.168.109.91', '192.168.120.15'], 'nicr_nodes': ['192.168.110.61']}]"
46,15,"[{'attacker_node': '192.168.109.91', 'nifr_nodes': ['192.168.109.91', '192.168.120.15'], 'nicr_nodes': ['192.168.110.61']}]"
47,1,"[{'attacker_node': '192.168.219.14', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
47,2,"[{'attacker_node': '192.168.79.90', 'nifr_nodes': ['192.168.203.150', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
47,3,"[{'attacker_node': '192.168.231.147', 'nifr_nodes': ['192.168.126.240', '192.168.188.82'], 'nicr_nodes': ['192.168.110.61']}]"
47,4,"[{'attacker_node': '192.168.110.28', 'nifr_nodes': ['192.168.109.91', '192.168.120.15'], 'nicr_nodes': ['192.168.110.61']}]"
47,5,"[{'attacker_node': '192.168.8.138', 'nifr_nodes': ['192.168.55.255', '192.168.239.210'], 'nicr_nodes': ['192.168.110.61']}]"
47,6,"[{'attacker_node': '192.168.229.139', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
47,7,"[{'attacker_node': '192.168.180.124', 'nifr_nodes': ['192.168.55.255', '192.168.239.210'], 'nicr_nodes': ['192.168.110.61']}]"
47,8,"[{'attacker_node': '192.168.180.124', 'nifr_nodes': ['192.168.55.255', '192.168.239.210'], 'nicr_nodes': ['192.168.110.61']}]"
48,1,"[{'attacker_node': '192.168.3.56', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
48,2,"[{'attacker_node': '192.168.8.138', 'nifr_nodes': ['192.168.203.150', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
48,3,"[{'attacker_node': '192.168.229.139', 'nifr_nodes': ['192.168.8.138', '192.168.239.210'], 'nicr_nodes': ['192.168.110.61']}]"
48,4,"[{'attacker_node': '192.168.180.124', 'nifr_nodes': ['192.168.8.138', '192.168.239.210'], 'nicr_nodes': ['192.168.110.61']}]"
48,5,"[{'attacker_node': '192.168.180.124', 'nifr_nodes': ['192.168.8.138', '192.168.239.210'], 'nicr_nodes': ['192.168.110.61']}]"
49,1,"[{'attacker_node': '192.168.3.56', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
49,2,"[{'attacker_node': '192.168.92.227', 'nifr_nodes': ['192.168.203.150', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
49,3,"[{'attacker_node': '192.168.62.155', 'nifr_nodes': ['192.168.8.138', '192.168.239.210'], 'nicr_nodes': ['192.168.110.61']}]"
49,4,"[{'attacker_node': '192.168.62.155', 'nifr_nodes': ['192.168.8.138', '192.168.239.210'], 'nicr_nodes': ['192.168.110.61']}]"
